idSchool,SchoolName,Grade,ProgramCode,Rank,Tiebreakers,Requests,Assigned Here,Assigned Better,Assigned Worse
714,Marshall ES,K,SN,19,-,1,0,1,0
714,Marshall ES,K,SN,3,CL;,2,0,2,0
714,Marshall ES,K,SN,5,CL;,1,0,1,0
714,Marshall ES,K,SN,6,CL;,1,0,1,0
714,Marshall ES,K,SN,8,CL;,2,0,2,0
714,Marshall ES,K,SN,12,CL;,2,0,2,0
714,Marshall ES,K,SN,1,CT1;,6.5,6.5,0,0
714,Marshall ES,K,SN,2,CT1;,4,0,4,0
714,Marshall ES,K,SN,3,CT1;,5,0,5,0
714,Marshall ES,K,SN,4,CT1;,2.5,0,2.5,0
714,Marshall ES,K,SN,5,CT1;,1,0,1,0
714,Marshall ES,K,SN,1,CT1;CL;,2,2,0,0
714,Marshall ES,K,SN,2,CT1;CL;,1,0,1,0
714,Marshall ES,K,SN,3,CT1;CL;,1.5,0,1.5,0
714,Marshall ES,K,SN,4,CT1;CL;,1,0,1,0
714,Marshall ES,K,SN,6,CT1;CL;,1,0,1,0
714,Marshall ES,K,SN,1,CT1;S;,1,1,0,0
714,Marshall ES,K,SN,1,CT1;S;CL;CLS;,1,1,0,0
714,Marshall ES,K,SN,1,S;,2.5,2.5,0,0
714,Marshall ES,1,SN,2,CT1;CL;,1,0,1,0
714,Marshall ES,1,SN,3,CT1;CL;,1,0,1,0
714,Marshall ES,2,SN,2,-,1,0,1,0
714,Marshall ES,2,SN,4,CL;,1,0,1,0
714,Marshall ES,2,SN,1,CT1;CL;,2,2,0,0
714,Marshall ES,3,SN,3,CL;,1,0,1,0
714,Marshall ES,3,SN,5,CL;,1,0,1,0
714,Marshall ES,3,SN,2,CT1;CL;,1,1,0,0
714,Marshall ES,3,SN,3,CT1;CL;,2,1,1,0
714,Marshall ES,3,SN,5,CT1;CL;,1,0,1,0
714,Marshall ES,4,SN,3,-,1,0,1,0
714,Marshall ES,4,SN,4,CL;,2,0,2,0
714,Marshall ES,4,SN,1,CT1;CL;,2,2,0,0
714,Marshall ES,4,SN,2,CT1;CL;,1,0,1,0
714,Marshall ES,4,SN,4,CT1;CL;,1,0,1,0
714,Marshall ES,5,SN,1,CL;,1,0,0,1
714,Marshall ES,5,SN,5,CL;,1,0,1,0
714,Marshall ES,5,SN,3,CT1;CL;,1,1,0,0
549,McCoppin (Frank) ES,TK,GE,1,-,21.5,3,0,18.5
549,McCoppin (Frank) ES,TK,GE,2,-,21,1,7.5,12.5
549,McCoppin (Frank) ES,TK,GE,3,-,31,1.5,16,13.5
549,McCoppin (Frank) ES,TK,GE,4,-,27,0.5,16,10.5
549,McCoppin (Frank) ES,TK,GE,5,-,29,2,16,11
549,McCoppin (Frank) ES,TK,GE,6,-,18,2,8.5,7.5
549,McCoppin (Frank) ES,TK,GE,7,-,11.5,1,6.5,4
549,McCoppin (Frank) ES,TK,GE,8,-,6,0,3,3
549,McCoppin (Frank) ES,TK,GE,9,-,6,0.5,3.5,2
549,McCoppin (Frank) ES,TK,GE,10,-,5,1.5,2,1.5
549,McCoppin (Frank) ES,TK,GE,11,-,7.5,0,3,4.5
549,McCoppin (Frank) ES,TK,GE,12,-,6,0,3,3
549,McCoppin (Frank) ES,TK,GE,13,-,3.5,0,0,3.5
549,McCoppin (Frank) ES,TK,GE,14,-,2,0,1.5,0.5
549,McCoppin (Frank) ES,TK,GE,15,-,4.5,1,3.5,0
549,McCoppin (Frank) ES,TK,GE,16,-,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,17,-,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,18,-,2,0,1.5,0.5
549,McCoppin (Frank) ES,TK,GE,19,-,2.5,0,2,0.5
549,McCoppin (Frank) ES,TK,GE,20,-,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,21,-,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,22,-,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,23,-,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,30,-,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,32,-,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,38,-,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,1,AA;,13.5,13.5,0,0
549,McCoppin (Frank) ES,TK,GE,2,AA;,3.5,2.5,1,0
549,McCoppin (Frank) ES,TK,GE,3,AA;,2,1.5,0.5,0
549,McCoppin (Frank) ES,TK,GE,4,AA;,2,1,1,0
549,McCoppin (Frank) ES,TK,GE,5,AA;,1,1,0,0
549,McCoppin (Frank) ES,TK,GE,6,AA;,1,1,0,0
549,McCoppin (Frank) ES,TK,GE,1,CT1;,2,2,0,0
549,McCoppin (Frank) ES,TK,GE,2,CT1;,1.5,0.5,1,0
549,McCoppin (Frank) ES,TK,GE,3,CT1;,2.5,0,2.5,0
549,McCoppin (Frank) ES,TK,GE,4,CT1;,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,5,CT1;,3,0,3,0
549,McCoppin (Frank) ES,TK,GE,6,CT1;,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,8,CT1;,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,11,CT1;,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,12,CT1;,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,13,CT1;,1,0,1,0
549,McCoppin (Frank) ES,TK,GE,1,S;,5,5,0,0
549,McCoppin (Frank) ES,TK,GE,1,S;AA;,6,6,0,0
549,McCoppin (Frank) ES,K,GE,1,-,18.5,2.5,0,16
549,McCoppin (Frank) ES,K,GE,2,-,34.5,0.5,20.5,13.5
549,McCoppin (Frank) ES,K,GE,3,-,40.5,0.5,30,10
549,McCoppin (Frank) ES,K,GE,4,-,53,1,41,11
549,McCoppin (Frank) ES,K,GE,5,-,39,0.5,32,6.5
549,McCoppin (Frank) ES,K,GE,6,-,25,0.5,22.5,2
549,McCoppin (Frank) ES,K,GE,7,-,20.5,0,18.5,2
549,McCoppin (Frank) ES,K,GE,8,-,11.5,0,11,0.5
549,McCoppin (Frank) ES,K,GE,9,-,9.5,0,9,0.5
549,McCoppin (Frank) ES,K,GE,10,-,10,0,9.5,0.5
549,McCoppin (Frank) ES,K,GE,11,-,8,0,8,0
549,McCoppin (Frank) ES,K,GE,12,-,9,0,9,0
549,McCoppin (Frank) ES,K,GE,13,-,6,0,6,0
549,McCoppin (Frank) ES,K,GE,14,-,3.5,0,3,0.5
549,McCoppin (Frank) ES,K,GE,15,-,3,0,3,0
549,McCoppin (Frank) ES,K,GE,16,-,2.5,0,2.5,0
549,McCoppin (Frank) ES,K,GE,17,-,2,0,2,0
549,McCoppin (Frank) ES,K,GE,18,-,2.5,0,2.5,0
549,McCoppin (Frank) ES,K,GE,19,-,2,0,2,0
549,McCoppin (Frank) ES,K,GE,20,-,1.5,0,1.5,0
549,McCoppin (Frank) ES,K,GE,21,-,1,0,1,0
549,McCoppin (Frank) ES,K,GE,22,-,1.5,0,1.5,0
549,McCoppin (Frank) ES,K,GE,23,-,2,0,2,0
549,McCoppin (Frank) ES,K,GE,24,-,1,0,1,0
549,McCoppin (Frank) ES,K,GE,25,-,1,0,1,0
549,McCoppin (Frank) ES,K,GE,26,-,2,0,2,0
549,McCoppin (Frank) ES,K,GE,27,-,2,0,2,0
549,McCoppin (Frank) ES,K,GE,28,-,1,0,1,0
549,McCoppin (Frank) ES,K,GE,29,-,1,0,1,0
549,McCoppin (Frank) ES,K,GE,38,-,2,0,2,0
549,McCoppin (Frank) ES,K,GE,48,-,1,0,1,0
549,McCoppin (Frank) ES,K,GE,54,-,1,0,1,0
549,McCoppin (Frank) ES,K,GE,62,-,1,0,1,0
549,McCoppin (Frank) ES,K,GE,1,AA;,9,7,0,2
549,McCoppin (Frank) ES,K,GE,2,AA;,6.5,5,0.5,1
549,McCoppin (Frank) ES,K,GE,3,AA;,4,1.5,2.5,0
549,McCoppin (Frank) ES,K,GE,4,AA;,5,1.5,2.5,1
549,McCoppin (Frank) ES,K,GE,5,AA;,4,1,3,0
549,McCoppin (Frank) ES,K,GE,6,AA;,3,1,2,0
549,McCoppin (Frank) ES,K,GE,8,AA;,2,0,2,0
549,McCoppin (Frank) ES,K,GE,14,AA;,1,0,1,0
549,McCoppin (Frank) ES,K,GE,8,AA;AAP;,1,0,1,0
549,McCoppin (Frank) ES,K,GE,1,CT1;,2,2,0,0
549,McCoppin (Frank) ES,K,GE,2,CT1;,3,0,3,0
549,McCoppin (Frank) ES,K,GE,3,CT1;,1.5,0,1.5,0
549,McCoppin (Frank) ES,K,GE,4,CT1;,1,0,1,0
549,McCoppin (Frank) ES,K,GE,6,CT1;,1,0,1,0
549,McCoppin (Frank) ES,K,GE,7,CT1;,1,0,1,0
549,McCoppin (Frank) ES,K,GE,10,CT1;,1,0,1,0
549,McCoppin (Frank) ES,K,GE,13,CT1;,1,0,1,0
549,McCoppin (Frank) ES,K,GE,14,CT1;,1,0,1,0
549,McCoppin (Frank) ES,K,GE,22,CT1;,1,0,1,0
549,McCoppin (Frank) ES,K,GE,26,CT1;,1,0,1,0
549,McCoppin (Frank) ES,K,GE,1,S;,3,3,0,0
549,McCoppin (Frank) ES,K,GE,1,S;AA;,4.5,4.5,0,0
549,McCoppin (Frank) ES,1,GE,1,-,1,1,0,0
549,McCoppin (Frank) ES,1,GE,2,-,1,0.5,0,0.5
549,McCoppin (Frank) ES,1,GE,3,-,4,0,3,1
549,McCoppin (Frank) ES,1,GE,4,-,1,0,1,0
549,McCoppin (Frank) ES,1,GE,5,-,2,0,2,0
549,McCoppin (Frank) ES,1,GE,6,-,2,0,2,0
549,McCoppin (Frank) ES,1,GE,9,-,1,0,1,0
549,McCoppin (Frank) ES,1,GE,10,-,1,0,1,0
549,McCoppin (Frank) ES,1,GE,27,-,1,0,1,0
549,McCoppin (Frank) ES,1,GE,36,-,1,0,1,0
549,McCoppin (Frank) ES,1,GE,1,AA;,1,1,0,0
549,McCoppin (Frank) ES,1,GE,2,AA;,1,0,0,1
549,McCoppin (Frank) ES,1,GE,6,AA;,1,1,0,0
549,McCoppin (Frank) ES,1,GE,4,CT1;,1,0,0,1
549,McCoppin (Frank) ES,2,GE,1,-,1,1,0,0
549,McCoppin (Frank) ES,2,GE,2,-,2,0,0,2
549,McCoppin (Frank) ES,2,GE,3,-,2,0,0.5,1.5
549,McCoppin (Frank) ES,2,GE,4,-,1,0,0,1
549,McCoppin (Frank) ES,2,GE,5,-,2,0,1,1
549,McCoppin (Frank) ES,2,GE,9,-,1,0,1,0
549,McCoppin (Frank) ES,2,GE,11,-,1,0,1,0
549,McCoppin (Frank) ES,2,GE,22,-,1,0,1,0
549,McCoppin (Frank) ES,2,GE,1,AA;,2,2,0,0
549,McCoppin (Frank) ES,3,GE,1,-,3,1,0,2
549,McCoppin (Frank) ES,3,GE,2,-,1,0,0,1
549,McCoppin (Frank) ES,3,GE,3,-,2.5,0,1,1.5
549,McCoppin (Frank) ES,3,GE,5,-,1,0,0,1
549,McCoppin (Frank) ES,3,GE,6,-,3,0,3,0
549,McCoppin (Frank) ES,3,GE,9,-,1,0,1,0
549,McCoppin (Frank) ES,3,GE,11,-,1,0,0,1
549,McCoppin (Frank) ES,3,GE,12,-,2,0,1,1
549,McCoppin (Frank) ES,3,GE,15,-,0,0,0,0
549,McCoppin (Frank) ES,3,GE,1,AA;,1,0.5,0,0.5
549,McCoppin (Frank) ES,3,GE,1,CT1;,2,0,0,2
549,McCoppin (Frank) ES,4,GE,3,-,1,0,1,0
549,McCoppin (Frank) ES,4,GE,4,-,1,0,1,0
549,McCoppin (Frank) ES,4,GE,5,-,1,0,1,0
549,McCoppin (Frank) ES,4,GE,7,-,1,0,1,0
549,McCoppin (Frank) ES,4,GE,10,-,1,0,1,0
549,McCoppin (Frank) ES,4,GE,11,-,1,0,1,0
549,McCoppin (Frank) ES,4,GE,39,-,1,0,1,0
549,McCoppin (Frank) ES,4,GE,1,AA;,1,1,0,0
549,McCoppin (Frank) ES,4,GE,3,CT1;,1,0,1,0
549,McCoppin (Frank) ES,5,GE,1,-,2,0,0,2
549,McCoppin (Frank) ES,5,GE,2,-,2,1,1,0
549,McCoppin (Frank) ES,5,GE,4,-,1,0,0,1
549,McCoppin (Frank) ES,5,GE,5,-,1,0,1,0
549,McCoppin (Frank) ES,5,GE,6,-,1,0,1,0
549,McCoppin (Frank) ES,5,GE,8,-,1,0,1,0
549,McCoppin (Frank) ES,5,GE,10,-,1,0,0,1
549,McCoppin (Frank) ES,5,GE,13,-,0,0,0,0
549,McCoppin (Frank) ES,5,GE,36,-,1,0,1,0
549,McCoppin (Frank) ES,5,GE,5,AA;,1,0,0,1
549,McCoppin (Frank) ES,5,GE,2,CT1;,2,0,0,2
549,McCoppin (Frank) ES,5,GE,6,CT1;,1,0,1,0
718,McKinley ES,K,AF,1,-,2,0,0,2
718,McKinley ES,K,AF,2,-,2,0.5,1,0.5
718,McKinley ES,K,AF,3,-,1,0.5,0.5,0
718,McKinley ES,K,AF,4,-,1.5,0,1.5,0
718,McKinley ES,K,AF,5,-,1,0,1,0
718,McKinley ES,K,AF,8,-,2,0,2,0
718,McKinley ES,K,AF,1,CT1;,2,1,0,1
718,McKinley ES,K,AF,2,CT1;,2,0,2,0
718,McKinley ES,K,AF,3,CT1;,1.5,0,1,0.5
718,McKinley ES,K,AF,4,CT1;,2,0,2,0
718,McKinley ES,K,AF,5,CT1;,1,0,1,0
718,McKinley ES,1,AF,2,-,1,0,0,1
718,McKinley ES,1,AF,3,-,1,0,0,1
718,McKinley ES,1,AF,1,CT1;,1,0,0,1
718,McKinley ES,1,AF,2,CT1;,1,0,0,1
718,McKinley ES,2,AF,5,CT1;,1,0,1,0
718,McKinley ES,3,AF,2,-,1,0,0,1
718,McKinley ES,TK,GE,1,-,14,0,0,14
718,McKinley ES,TK,GE,2,-,27,0,8.5,18.5
718,McKinley ES,TK,GE,3,-,29.5,0,12.5,17
718,McKinley ES,TK,GE,4,-,20,0,8.5,11.5
718,McKinley ES,TK,GE,5,-,18.5,0,9,9.5
718,McKinley ES,TK,GE,6,-,15.5,0,6.5,9
718,McKinley ES,TK,GE,7,-,11.5,0,9,2.5
718,McKinley ES,TK,GE,8,-,8,0,5,3
718,McKinley ES,TK,GE,9,-,5.5,0,3,2.5
718,McKinley ES,TK,GE,10,-,8,0,3.5,4.5
718,McKinley ES,TK,GE,11,-,6.5,0.5,5,1
718,McKinley ES,TK,GE,12,-,2,0,2,0
718,McKinley ES,TK,GE,13,-,3.5,0,1.5,2
718,McKinley ES,TK,GE,14,-,2,0,1,1
718,McKinley ES,TK,GE,15,-,2.5,0,2.5,0
718,McKinley ES,TK,GE,16,-,1,0,0.5,0.5
718,McKinley ES,TK,GE,17,-,1,0,0,1
718,McKinley ES,TK,GE,19,-,3,0,3,0
718,McKinley ES,TK,GE,20,-,1.5,0.5,1,0
718,McKinley ES,TK,GE,21,-,1,0,1,0
718,McKinley ES,TK,GE,22,-,1,0,1,0
718,McKinley ES,TK,GE,24,-,1,0,1,0
718,McKinley ES,TK,GE,25,-,1,0,1,0
718,McKinley ES,TK,GE,26,-,1,0,1,0
718,McKinley ES,TK,GE,30,-,1,0,1,0
718,McKinley ES,TK,GE,31,-,1,0,1,0
718,McKinley ES,TK,GE,1,AA;,14,2,0,12
718,McKinley ES,TK,GE,2,AA;,7,0,2,5
718,McKinley ES,TK,GE,3,AA;,1,0,1,0
718,McKinley ES,TK,GE,4,AA;,3,0,1,2
718,McKinley ES,TK,GE,5,AA;,1,0,1,0
718,McKinley ES,TK,GE,6,AA;,1,0,0.5,0.5
718,McKinley ES,TK,GE,7,AA;,1,0,1,0
718,McKinley ES,TK,GE,11,AA;,1,0,0,1
718,McKinley ES,TK,GE,1,CT1;,4.5,4.5,0,0
718,McKinley ES,TK,GE,2,CT1;,5,1.5,3.5,0
718,McKinley ES,TK,GE,3,CT1;,5,0.5,4.5,0
718,McKinley ES,TK,GE,4,CT1;,5.5,1,4.5,0
718,McKinley ES,TK,GE,5,CT1;,6,0,6,0
718,McKinley ES,TK,GE,6,CT1;,2.5,0.5,2,0
718,McKinley ES,TK,GE,7,CT1;,2,0,2,0
718,McKinley ES,TK,GE,8,CT1;,1,0,1,0
718,McKinley ES,TK,GE,9,CT1;,1,0,1,0
718,McKinley ES,TK,GE,10,CT1;,1,0,1,0
718,McKinley ES,TK,GE,12,CT1;,1,0,1,0
718,McKinley ES,TK,GE,1,CT1;S;,3,3,0,0
718,McKinley ES,TK,GE,1,S;,3.5,3.5,0,0
718,McKinley ES,TK,GE,3,S;,1,0,1,0
718,McKinley ES,TK,GE,1,S;AA;,5.5,5.5,0,0
718,McKinley ES,K,GE,1,-,12.5,0,0,12.5
718,McKinley ES,K,GE,2,-,18,0.5,10.5,7
718,McKinley ES,K,GE,3,-,33.5,0,21,12.5
718,McKinley ES,K,GE,4,-,25,0,19,6
718,McKinley ES,K,GE,5,-,28.5,0.5,22,6
718,McKinley ES,K,GE,6,-,24.5,0,20,4.5
718,McKinley ES,K,GE,7,-,15.5,0,14,1.5
718,McKinley ES,K,GE,8,-,15.5,0,13.5,2
718,McKinley ES,K,GE,9,-,15.5,0,14.5,1
718,McKinley ES,K,GE,10,-,10.5,0,10,0.5
718,McKinley ES,K,GE,11,-,8.5,0,7.5,1
718,McKinley ES,K,GE,12,-,4,0,4,0
718,McKinley ES,K,GE,13,-,5.5,0,5.5,0
718,McKinley ES,K,GE,14,-,2.5,0,2.5,0
718,McKinley ES,K,GE,15,-,5,0,5,0
718,McKinley ES,K,GE,16,-,3,0,3,0
718,McKinley ES,K,GE,17,-,4,0,4,0
718,McKinley ES,K,GE,18,-,3.5,0,3.5,0
718,McKinley ES,K,GE,19,-,1.5,0,1.5,0
718,McKinley ES,K,GE,20,-,3,0,3,0
718,McKinley ES,K,GE,21,-,3,0,3,0
718,McKinley ES,K,GE,22,-,1,0,1,0
718,McKinley ES,K,GE,23,-,3,0,3,0
718,McKinley ES,K,GE,24,-,2,0,2,0
718,McKinley ES,K,GE,26,-,1,0,1,0
718,McKinley ES,K,GE,29,-,1,0,1,0
718,McKinley ES,K,GE,49,-,1,0,1,0
718,McKinley ES,K,GE,1,AA;,13,10.5,0,2.5
718,McKinley ES,K,GE,2,AA;,5,3,1,1
718,McKinley ES,K,GE,3,AA;,3.5,3,0.5,0
718,McKinley ES,K,GE,4,AA;,2.5,0.5,2,0
718,McKinley ES,K,GE,5,AA;,2.5,1,1.5,0
718,McKinley ES,K,GE,6,AA;,3,1,2,0
718,McKinley ES,K,GE,7,AA;,1,0,1,0
718,McKinley ES,K,GE,9,AA;,1,0,1,0
718,McKinley ES,K,GE,10,AA;,1,0,1,0
718,McKinley ES,K,GE,1,CT1;,3.5,3.5,0,0
718,McKinley ES,K,GE,2,CT1;,3,0,3,0
718,McKinley ES,K,GE,3,CT1;,3,0,3,0
718,McKinley ES,K,GE,4,CT1;,4.5,0,4.5,0
718,McKinley ES,K,GE,5,CT1;,4,0,4,0
718,McKinley ES,K,GE,6,CT1;,2,0,2,0
718,McKinley ES,K,GE,7,CT1;,3,0,3,0
718,McKinley ES,K,GE,8,CT1;,1.5,0,1.5,0
718,McKinley ES,K,GE,12,CT1;,2,0,2,0
718,McKinley ES,K,GE,16,CT1;,1,0,1,0
718,McKinley ES,K,GE,37,CT1;,1,0,1,0
718,McKinley ES,K,GE,1,CT1;S;,1,1,0,0
718,McKinley ES,K,GE,2,CT1;S;,1,0,1,0
718,McKinley ES,K,GE,5,CT1;S;,1,0,1,0
718,McKinley ES,K,GE,1,S;,2,2,0,0
718,McKinley ES,K,GE,1,S;AA;,2.5,2.5,0,0
718,McKinley ES,1,GE,1,-,1,1,0,0
718,McKinley ES,1,GE,2,-,1,0,1,0
718,McKinley ES,1,GE,3,-,1,0,0.5,0.5
718,McKinley ES,1,GE,4,-,1,0,1,0
718,McKinley ES,1,GE,5,-,2,0.5,0.5,1
718,McKinley ES,1,GE,6,-,2,1,0.5,0.5
718,McKinley ES,1,GE,7,-,1,0,0.5,0.5
718,McKinley ES,1,GE,8,-,1,0,1,0
718,McKinley ES,1,GE,13,-,1,0,0.5,0.5
718,McKinley ES,1,GE,14,-,1,0,1,0
718,McKinley ES,1,GE,15,-,1,0,1,0
718,McKinley ES,1,GE,37,-,1,0,1,0
718,McKinley ES,1,GE,1,AA;,1,0.5,0,0.5
718,McKinley ES,1,GE,1,CT1;,1,1,0,0
718,McKinley ES,1,GE,3,CT1;,1,0,1,0
718,McKinley ES,1,GE,6,CT1;,1,0,1,0
718,McKinley ES,1,GE,12,CT1;,1,0,1,0
718,McKinley ES,2,GE,1,-,1,0.5,0,0.5
718,McKinley ES,2,GE,2,-,1,0,0,1
718,McKinley ES,2,GE,3,-,2,0,1,1
718,McKinley ES,2,GE,4,-,3,2,1,0
718,McKinley ES,2,GE,5,-,2,2,0,0
718,McKinley ES,2,GE,7,-,1,0,1,0
718,McKinley ES,2,GE,8,-,1,0,1,0
718,McKinley ES,2,GE,11,-,1,0,1,0
718,McKinley ES,2,GE,18,-,1,0,1,0
718,McKinley ES,2,GE,1,AA;,1,1,0,0
718,McKinley ES,2,GE,3,AA;,3,2,1,0
718,McKinley ES,2,GE,3,CT1;,1,0,1,0
718,McKinley ES,2,GE,4,CT1;,1,0,1,0
718,McKinley ES,3,GE,2,-,1,0,0,1
718,McKinley ES,3,GE,3,-,2,1,1,0
718,McKinley ES,3,GE,4,-,2,2,0,0
718,McKinley ES,3,GE,5,-,2,0,1,1
718,McKinley ES,3,GE,6,-,3,0,2,1
718,McKinley ES,3,GE,7,-,1,0,1,0
718,McKinley ES,3,GE,13,-,1,0,0,1
718,McKinley ES,3,GE,15,-,1,0,0,1
718,McKinley ES,3,GE,16,-,0,0,0,0
718,McKinley ES,3,GE,1,AA;,1,0,0,1
718,McKinley ES,3,GE,3,AA;,1,1,0,0
718,McKinley ES,3,GE,6,AA;,1,1,0,0
718,McKinley ES,3,GE,1,CT1;,1,1,0,0
718,McKinley ES,3,GE,12,CT1;,1,0,1,0
718,McKinley ES,4,GE,1,-,1,0.5,0,0.5
718,McKinley ES,4,GE,3,-,1,0,1,0
718,McKinley ES,4,GE,4,-,1.5,0,1,0.5
718,McKinley ES,4,GE,7,-,1.5,0,1,0.5
718,McKinley ES,4,GE,8,-,1,0,1,0
718,McKinley ES,4,GE,15,-,1,0,1,0
718,McKinley ES,4,GE,17,-,1,0,1,0
718,McKinley ES,4,GE,40,-,1,0,1,0
718,McKinley ES,4,GE,2,AA;,1,1,0,0
718,McKinley ES,4,GE,4,AA;,1,0,1,0
718,McKinley ES,4,GE,5,CT1;,1,0,1,0
718,McKinley ES,5,GE,1,-,0,0,0,0
718,McKinley ES,5,GE,4,-,1,0,1,0
718,McKinley ES,5,GE,5,-,1,0,0.5,0.5
718,McKinley ES,5,GE,6,-,1,0,1,0
718,McKinley ES,5,GE,7,-,1,0,0,1
718,McKinley ES,5,GE,16,-,1,0,1,0
718,McKinley ES,5,GE,18,-,1,0,1,0
718,McKinley ES,5,GE,24,-,1,0,1,0
718,McKinley ES,5,GE,13,AA;,1,0,1,0
718,McKinley ES,5,GE,12,CT1;,1,0,0,1
950,McLaren (John) EES,TK,GE,1,-,1,1,0,0
950,McLaren (John) EES,TK,GE,2,-,3,0,3,0
950,McLaren (John) EES,TK,GE,3,-,3,0,3,0
950,McLaren (John) EES,TK,GE,4,-,3,1,2,0
950,McLaren (John) EES,TK,GE,5,-,4,1,3,0
950,McLaren (John) EES,TK,GE,7,-,2,0,2,0
950,McLaren (John) EES,TK,GE,9,-,2,0,2,0
950,McLaren (John) EES,TK,GE,11,-,2,0,2,0
950,McLaren (John) EES,TK,GE,12,-,1,0,1,0
950,McLaren (John) EES,TK,GE,13,-,1,0,1,0
950,McLaren (John) EES,TK,GE,14,-,1,0,1,0
950,McLaren (John) EES,TK,GE,15,-,1,0,1,0
950,McLaren (John) EES,TK,GE,17,-,1,0,1,0
950,McLaren (John) EES,TK,GE,2,CT1;,2,0,2,0
950,McLaren (John) EES,TK,GE,4,CT1;,1,0,1,0
950,McLaren (John) EES,TK,GE,5,CT1;,1,0,1,0
950,McLaren (John) EES,TK,GE,1,CT1;PK;,3,3,0,0
950,McLaren (John) EES,TK,GE,2,CT1;PK;,1,0,1,0
950,McLaren (John) EES,TK,GE,2,CT1;S;,1,0,1,0
950,McLaren (John) EES,TK,GE,1,PK;,6,6,0,0
950,McLaren (John) EES,TK,GE481,1,-,1,1,0,0
950,McLaren (John) EES,TK,GE481,2,-,3,0,3,0
950,McLaren (John) EES,TK,GE481,3,-,2,0,2,0
950,McLaren (John) EES,TK,GE481,4,-,2,0,2,0
950,McLaren (John) EES,TK,GE481,5,-,1,0,1,0
950,McLaren (John) EES,TK,GE481,6,-,1,0,1,0
950,McLaren (John) EES,TK,GE481,9,-,1,0,1,0
950,McLaren (John) EES,TK,GE481,70,-,1,0,1,0
950,McLaren (John) EES,TK,GE481,3,AA;,1,1,0,0
950,McLaren (John) EES,TK,GE481,2,CT1;,1,0,1,0
950,McLaren (John) EES,TK,GE481,3,CT1;,1,0,1,0
950,McLaren (John) EES,TK,GE481,4,CT1;PK;,1,0,1,0
950,McLaren (John) EES,TK,GE481,1,PK;,1,1,0,0
950,McLaren (John) EES,TK,GE481,2,PK;,1,0,1,0
950,McLaren (John) EES,TK,GE513,1,-,1,1,0,0
950,McLaren (John) EES,TK,GE513,2,-,2,0,2,0
950,McLaren (John) EES,TK,GE513,5,-,3,0,3,0
950,McLaren (John) EES,TK,GE513,7,-,1,1,0,0
950,McLaren (John) EES,TK,GE513,20,-,1,0,1,0
950,McLaren (John) EES,TK,GE513,52,-,1,0,1,0
950,McLaren (John) EES,TK,GE513,6,AA;,1,0,1,0
950,McLaren (John) EES,TK,GE513,1,CT1;,1,1,0,0
950,McLaren (John) EES,TK,GE513,3,CT1;PK;,1,0,1,0
950,McLaren (John) EES,TK,GE513,1,PK;,3,3,0,0
950,McLaren (John) EES,TK,MM,1,-,1,1,0,0
950,McLaren (John) EES,TK,MM,2,-,1,0,1,0
950,McLaren (John) EES,TK,MM,3,-,3,1,2,0
950,McLaren (John) EES,TK,MM,5,-,1,0,1,0
950,McLaren (John) EES,TK,MM,9,-,1,0,1,0
950,McLaren (John) EES,TK,MM,1,CT1;,1,1,0,0
950,McLaren (John) EES,TK,MM,4,CT1;,1,0,1,0
950,McLaren (John) EES,TK,MM,5,CT1;,1,0,1,0
950,McLaren (John) EES,TK,MM,2,PK;,1,1,0,0
950,McLaren (John) EES,TK,SE618,1,-,2,2,0,0
950,McLaren (John) EES,TK,SE618,2,-,2,0,2,0
950,McLaren (John) EES,TK,SE618,3,-,2,1,1,0
950,McLaren (John) EES,TK,SE618,4,-,1,0,1,0
950,McLaren (John) EES,TK,SE618,5,-,1,1,0,0
950,McLaren (John) EES,TK,SE618,6,-,2,0,2,0
950,McLaren (John) EES,TK,SE618,8,-,3,1,2,0
950,McLaren (John) EES,TK,SE618,13,-,1,0,1,0
950,McLaren (John) EES,TK,SE618,16,-,1,0,1,0
950,McLaren (John) EES,TK,SE618,17,-,1,0,1,0
950,McLaren (John) EES,TK,SE618,19,-,1,0,1,0
950,McLaren (John) EES,TK,SE618,22,-,1,0,1,0
950,McLaren (John) EES,TK,SE618,23,-,1,0,1,0
950,McLaren (John) EES,TK,SE618,25,-,1,0,1,0
950,McLaren (John) EES,TK,SE618,57,-,1,0,1,0
950,McLaren (John) EES,TK,SE618,9,CL;,1,0,1,0
950,McLaren (John) EES,TK,SE618,5,CT1;,2,0,2,0
950,McLaren (John) EES,TK,SE618,9,CT1;,1,0,1,0
950,McLaren (John) EES,TK,SE618,10,CT1;,1,0,1,0
